customer_id,company_name,industry,purchase_history,engagement_score,last_interaction_date,churn,total_spend,num_purchases,signup_date,recency_days,tenure_days,product_diversity,monetary,frequency,cluster,segment,churn_label,churn_prob
415,"Lawson, Ortiz and Petersen",IT,18606,60,2025-06-11,0,18606,0,2024-12-13,86,266,1,18606,0,0,high_value,0,0.12
416,"Allen, Wheeler and Baker",IT,19381,76,2025-05-11,1,19381,0,2024-11-12,117,297,1,19381,0,0,high_value,1,0.91
417,Miller PLC,Finance,4070,30,2025-05-12,1,4070,0,2024-11-13,116,296,1,4070,0,2,at_risk,1,0.78
418,Calderon-Acosta,Finance,5422,66,2025-08-08,1,5422,0,2025-02-09,28,208,1,5422,0,1,mid_value,1,0.48
419,Rivera LLC,IT,15158,66,2025-07-28,1,15158,0,2025-01-29,39,219,1,15158,0,0,high_value,1,0.77
420,Davis-Burton,Education,14319,68,2025-07-10,0,14319,0,2025-01-11,57,237,1,14319,0,0,high_value,0,0.05
421,King-Rollins,Healthcare,1569,23,2025-03-12,0,1569,0,2024-09-13,177,357,1,1569,0,2,at_risk,0,0.14
422,Malone Inc,Education,10324,80,2025-06-08,0,10324,0,2024-12-10,89,269,1,10324,0,0,high_value,0,0.38
423,"Taylor, Gordon and Mitchell",Healthcare,11242,45,2025-04-09,0,11242,0,2024-10-11,149,329,1,11242,0,2,at_risk,0,0.27
424,Watson and Sons,Healthcare,4122,14,2025-07-16,0,4122,0,2025-01-17,51,231,1,4122,0,1,mid_value,0,0.21
425,Perry and Sons,Manufacturing,17425,53,2025-05-31,0,17425,0,2024-12-02,97,277,1,17425,0,0,high_value,0,0.19
426,Alexander and Sons,Education,12285,92,2025-03-12,1,12285,0,2024-09-13,177,357,1,12285,0,2,at_risk,1,0.82
427,"Harris, Mcknight and Kelly",Healthcare,9355,95,2025-03-13,1,9355,0,2024-09-14,176,356,1,9355,0,2,at_risk,1,0.65
428,Pacheco-Johnson,Education,9964,88,2025-06-09,1,9964,0,2024-12-11,88,268,1,9964,0,1,mid_value,1,0.67
429,Williams-May,Manufacturing,1300,90,2025-03-27,1,1300,0,2024-09-28,162,342,1,1300,0,2,at_risk,1,0.85
430,Black Ltd,Healthcare,7965,6,2025-07-29,0,7965,0,2025-01-30,38,218,1,7965,0,1,mid_value,0,0.56
431,Rogers Group,Retail,6314,84,2025-07-10,1,6314,0,2025-01-11,57,237,1,6314,0,1,mid_value,1,0.77
432,Knight and Sons,Manufacturing,16678,76,2025-07-08,0,16678,0,2025-01-09,59,239,1,16678,0,0,high_value,0,0.34
433,Jones and Sons,Healthcare,18559,30,2025-06-02,0,18559,0,2024-12-04,95,275,1,18559,0,0,high_value,0,0.13
434,"Hart, Newman and Martinez",IT,5944,17,2025-07-18,1,5944,0,2025-01-19,49,229,1,5944,0,1,mid_value,1,0.77
435,Davis LLC,Healthcare,14692,73,2025-09-03,1,14692,0,2025-03-07,2,182,1,14692,0,0,high_value,1,0.59
436,Howard-Flores,Education,14127,87,2025-08-13,1,14127,0,2025-02-14,23,203,1,14127,0,0,high_value,1,0.63
437,Roberts-Cardenas,Retail,14570,60,2025-08-03,1,14570,0,2025-02-04,33,213,1,14570,0,0,high_value,1,0.8
438,Marshall Inc,Retail,10228,62,2025-03-12,1,10228,0,2024-09-13,177,357,1,10228,0,2,at_risk,1,0.64
439,Lindsey and Sons,IT,13033,0,2025-08-01,1,13033,0,2025-02-02,35,215,1,13033,0,0,high_value,1,0.81
440,Young-Casey,IT,8860,45,2025-03-29,1,8860,0,2024-09-30,160,340,1,8860,0,2,at_risk,1,0.85
441,Davenport-Davis,Healthcare,13521,75,2025-03-21,0,13521,0,2024-09-22,168,348,1,13521,0,2,at_risk,0,0.38
442,Bailey-Nelson,Education,18026,54,2025-04-04,1,18026,0,2024-10-06,154,334,1,18026,0,2,at_risk,1,0.86
443,"Sullivan, Cox and Solomon",Education,7788,54,2025-06-20,1,7788,0,2024-12-22,77,257,1,7788,0,1,mid_value,1,0.92
444,Petty Inc,Education,7716,98,2025-09-03,1,7716,0,2025-03-07,2,182,1,7716,0,1,mid_value,1,0.78
445,Watkins Group,Education,1085,42,2025-06-18,1,1085,0,2024-12-20,79,259,1,1085,0,1,mid_value,1,0.78
446,Jacobs PLC,IT,19913,94,2025-07-28,0,19913,0,2025-01-29,39,219,1,19913,0,0,high_value,0,0.24
447,Boyd Inc,Manufacturing,16573,93,2025-03-09,1,16573,0,2024-09-10,180,360,1,16573,0,2,at_risk,1,0.86
448,Perez-Hernandez,Retail,7802,84,2025-08-31,1,7802,0,2025-03-04,5,185,1,7802,0,1,mid_value,1,0.91
449,"Smith, Miller and Schmidt",Education,13663,10,2025-07-21,0,13663,0,2025-01-22,46,226,1,13663,0,0,high_value,0,0.2
450,"Murphy, Harris and Willis",Retail,12406,89,2025-04-16,1,12406,0,2024-10-18,142,322,1,12406,0,2,at_risk,1,0.78
451,"Calhoun, Adams and Torres",Retail,13908,66,2025-07-20,0,13908,0,2025-01-21,47,227,1,13908,0,0,high_value,0,0.21
452,Wood-Prince,Manufacturing,10817,49,2025-06-21,1,10817,0,2024-12-23,76,256,1,10817,0,0,high_value,1,0.46
453,"Fleming, Baldwin and Jones",Education,13108,71,2025-08-02,0,13108,0,2025-02-03,34,214,1,13108,0,0,high_value,0,0.19
454,"Rodriguez, Dean and Maldonado",Finance,11000,34,2025-07-16,0,11000,0,2025-01-17,51,231,1,11000,0,0,high_value,0,0.47
455,"Bond, Donaldson and Clarke",Healthcare,14808,22,2025-06-20,1,14808,0,2024-12-22,77,257,1,14808,0,0,high_value,1,0.58
456,Velasquez-Cook,Manufacturing,17686,57,2025-06-19,0,17686,0,2024-12-21,78,258,1,17686,0,0,high_value,0,0.51
457,"Miller, Kaiser and Hendricks",Education,9263,12,2025-08-15,0,9263,0,2025-02-16,21,201,1,9263,0,1,mid_value,0,0.08
458,Smith-Smith,Education,6957,30,2025-03-13,1,6957,0,2024-09-14,176,356,1,6957,0,2,at_risk,1,0.73
459,Tran PLC,Retail,6879,79,2025-06-22,0,6879,0,2024-12-24,75,255,1,6879,0,1,mid_value,0,0.13
460,Rios Group,IT,12153,97,2025-04-23,0,12153,0,2024-10-25,135,315,1,12153,0,2,at_risk,0,0.19
461,Mendez-Coleman,Education,5410,44,2025-07-22,1,5410,0,2025-01-23,45,225,1,5410,0,1,mid_value,1,0.37
462,"Taylor, Mills and Campbell",Finance,3123,84,2025-03-23,0,3123,0,2024-09-24,166,346,1,3123,0,2,at_risk,0,0.23
463,Martin Ltd,Healthcare,17081,51,2025-03-10,0,17081,0,2024-09-11,179,359,1,17081,0,2,at_risk,0,0.28
464,"Mathis, Carlson and Gonzalez",Education,5214,69,2025-05-15,1,5214,0,2024-11-16,113,293,1,5214,0,2,at_risk,1,0.66
465,Berg Ltd,Healthcare,12035,38,2025-08-12,0,12035,0,2025-02-13,24,204,1,12035,0,0,high_value,0,0.33
466,Cole PLC,Manufacturing,11920,86,2025-04-02,1,11920,0,2024-10-04,156,336,1,11920,0,2,at_risk,1,0.95
467,Dougherty Inc,Manufacturing,12453,94,2025-04-21,0,12453,0,2024-10-23,137,317,1,12453,0,2,at_risk,0,0.16
468,Shaw Group,Education,10447,93,2025-03-20,1,10447,0,2024-09-21,169,349,1,10447,0,2,at_risk,1,0.59
469,"Wilson, Smith and Reilly",Finance,7082,67,2025-05-28,0,7082,0,2024-11-29,100,280,1,7082,0,1,mid_value,0,0.13
470,Roman and Sons,IT,15801,26,2025-06-02,0,15801,0,2024-12-04,95,275,1,15801,0,0,high_value,0,0.17
471,Sexton-Mcguire,Education,9987,98,2025-07-01,0,9987,0,2025-01-02,66,246,1,9987,0,1,mid_value,0,0.28
472,Holland Group,Healthcare,18310,84,2025-03-17,1,18310,0,2024-09-18,172,352,1,18310,0,2,at_risk,1,0.93
473,Booth Inc,Manufacturing,6523,3,2025-05-15,0,6523,0,2024-11-16,113,293,1,6523,0,2,at_risk,0,0.16
474,"Cooper, Davis and King",Manufacturing,19397,13,2025-05-30,0,19397,0,2024-12-01,98,278,1,19397,0,0,high_value,0,0.17
475,"Russell, Roy and Clark",Finance,8741,97,2025-08-16,0,8741,0,2025-02-17,20,200,1,8741,0,1,mid_value,0,0.13
476,Douglas Ltd,Education,16062,19,2025-04-26,0,16062,0,2024-10-28,132,312,1,16062,0,2,at_risk,0,0.52
477,Curry PLC,IT,15084,42,2025-04-16,0,15084,0,2024-10-18,142,322,1,15084,0,2,at_risk,0,0.31
478,Perez-Torres,Manufacturing,2087,19,2025-03-27,0,2087,0,2024-09-28,162,342,1,2087,0,2,at_risk,0,0.16
479,"Shaffer, Sanchez and Barnes",Education,16813,62,2025-08-10,1,16813,0,2025-02-11,26,206,1,16813,0,0,high_value,1,0.8
480,"Arnold, Fleming and Valdez",Healthcare,2923,18,2025-09-03,0,2923,0,2025-03-07,2,182,1,2923,0,1,mid_value,0,0.19
481,Edwards LLC,IT,8827,91,2025-04-17,0,8827,0,2024-10-19,141,321,1,8827,0,2,at_risk,0,0.27
482,"Anderson, Le and Green",Healthcare,13253,100,2025-05-11,0,13253,0,2024-11-12,117,297,1,13253,0,2,at_risk,0,0.24
483,"Robertson, Duffy and Moore",Manufacturing,8260,39,2025-04-15,1,8260,0,2024-10-17,143,323,1,8260,0,2,at_risk,1,0.83
484,James Ltd,IT,2773,22,2025-05-04,0,2773,0,2024-11-05,124,304,1,2773,0,2,at_risk,0,0.17
485,Flores-Greer,Retail,18378,93,2025-05-14,1,18378,0,2024-11-15,114,294,1,18378,0,0,high_value,1,0.73
486,Bailey LLC,Healthcare,18609,87,2025-07-11,1,18609,0,2025-01-12,56,236,1,18609,0,0,high_value,1,0.76
487,Hampton-Oneill,Healthcare,12584,31,2025-08-26,0,12584,0,2025-02-27,10,190,1,12584,0,0,high_value,0,0.36
488,Bowman-Ruiz,IT,9508,86,2025-03-14,0,9508,0,2024-09-15,175,355,1,9508,0,2,at_risk,0,0.29
489,Koch-Torres,Retail,18605,0,2025-05-21,0,18605,0,2024-11-22,107,287,1,18605,0,0,high_value,0,0.16
490,"Myers, Preston and Riley",Finance,14738,48,2025-03-09,1,14738,0,2024-09-10,180,360,1,14738,0,2,at_risk,1,0.82
491,Green Inc,Finance,13253,32,2025-03-22,0,13253,0,2024-09-23,167,347,1,13253,0,2,at_risk,0,0.19
492,Lee-Wallace,Healthcare,3349,71,2025-07-15,1,3349,0,2025-01-16,52,232,1,3349,0,1,mid_value,1,0.82
493,"Duncan, Johnson and Davis",Healthcare,15974,11,2025-05-06,0,15974,0,2024-11-07,122,302,1,15974,0,2,at_risk,0,0.84
494,"Gonzales, Bailey and Klein",Healthcare,3924,61,2025-08-31,0,3924,0,2025-03-04,5,185,1,3924,0,1,mid_value,0,0.29
495,Bryant-Brown,Healthcare,5459,99,2025-05-07,1,5459,0,2024-11-08,121,301,1,5459,0,2,at_risk,1,0.82
496,"Woods, Brown and Anderson",Education,12080,54,2025-05-04,1,12080,0,2024-11-05,124,304,1,12080,0,2,at_risk,1,0.62
497,Hernandez PLC,Healthcare,6690,95,2025-05-14,1,6690,0,2024-11-15,114,294,1,6690,0,2,at_risk,1,0.76
498,"Oneal, Harris and Carroll",Education,11105,5,2025-05-06,0,11105,0,2024-11-07,122,302,1,11105,0,2,at_risk,0,0.17
499,"Malone, Armstrong and Nunez",Retail,16683,10,2025-07-15,0,16683,0,2025-01-16,52,232,1,16683,0,0,high_value,0,0.62
500,Sanchez Inc,Manufacturing,6787,81,2025-06-12,1,6787,0,2024-12-14,85,265,1,6787,0,1,mid_value,1,0.2
